Player,Pitches,Total,Pitch %,PA,AB,BIP,Hits,1B,2B,3B,HR,SO,K%,BB,BB%,Whiffs,Swings,BA,xBA,OBP,xOBP,SLG,xSLG,wOBA,xwOBA,Barrels,BABIP,ISO,Whiff%,EV (MPH),Adj. EV (MPH),LA (°),Dist (ft),Hard Hit%,Barrel/BBE%,Barrel/PA%
"DeLuca, Jonny",1345,1345,100.0,361,332,257,72,50,12,4,6,77,21.3,23,6.4,174,724,.217,.230,.276,.287,.331,.318,.269,.272,10,.265,.114,24.0,83.3,90.3,15,138,28.0,3.9,2.8
"Fraley, Jake",1331,1331,100.0,382,350,283,97,71,19,2,5,70,18.3,26,6.8,164,771,.277,.245,.330,.304,.386,.323,.314,.285,9,.331,.109,21.3,84.3,90.6,11,141,24.7,3.2,2.4
"Alvarez, Francisco",1331,1331,100.0,341,308,224,73,46,14,2,11,86,25.2,29,8.5,182,614,.237,.220,.305,.290,.403,.358,.309,.288,15,.291,.166,29.6,88.8,92.3,7,143,42.0,6.7,4.4
"Massey, Michael",1330,1330,100.0,355,332,282,86,53,17,2,14,56,15.8,14,3.9,124,692,.259,.258,.292,.293,.449,.414,.317,.309,20,.271,.190,17.9,88.5,91.8,16,162,36.9,7.1,5.6
"Merrifield, Whit",1330,1330,100.0,335,293,245,65,49,9,3,4,52,15.5,35,10.4,113,604,.222,.242,.311,.329,.314,.317,.283,.295,6,.257,.092,18.7,82.9,89.9,13,156,21.6,2.4,1.8
"Fitzgerald, Tyler",1330,1330,100.0,341,314,207,88,52,19,2,15,108,31.7,22,6.5,198,634,.280,.227,.334,.286,.497,.378,.357,.292,17,.380,.217,31.2,86.1,90.8,20,159,31.9,8.2,5.0
"Rojas, Johan",1329,1329,100.0,363,338,277,82,64,12,3,3,69,19.0,13,3.6,147,648,.243,.225,.279,.262,.322,.292,.265,.250,7,.297,.080,22.7,82.4,91.0,3,125,27.4,2.5,1.9
"Taylor, Tyrone",1323,1323,100.0,344,319,241,79,47,22,3,7,80,23.3,18,5.2,145,654,.248,.249,.297,.299,.401,.389,.304,.301,17,.309,.154,22.2,86.4,91.9,17,155,35.3,7.1,4.9
"Díaz, Elias",1323,1323,100.0,349,325,258,86,60,20,0,6,69,19.8,18,5.2,198,712,.265,.242,.309,.289,.382,.343,.303,.280,12,.317,.117,27.8,87.1,91.4,8,141,34.5,4.7,3.4
"Estrada, Thairo",1309,1309,100.0,381,364,290,79,53,15,2,9,76,19.9,10,2.6,138,672,.217,.226,.247,.257,.343,.338,.256,.263,14,.249,.126,20.5,85.9,91.3,10,139,31.7,4.8,3.7
"Margot, Manuel",1308,1308,100.0,343,315,265,75,53,17,1,4,54,15.7,21,6.1,133,647,.238,.261,.289,.314,.337,.379,.276,.308,13,.273,.098,20.6,87.3,91.3,14,154,33.6,4.9,3.8
"Jones, Nolan",1301,1301,100.0,295,256,169,58,41,13,1,3,91,30.8,34,11.5,133,520,.227,.211,.316,.305,.320,.322,.287,.287,10,.333,.094,25.6,87.9,91.5,8,152,44.4,5.9,3.4
"Amaya, Miguel",1291,1291,100.0,362,327,274,76,53,13,2,8,61,16.9,23,6.4,157,697,.232,.252,.289,.307,.358,.373,.284,.301,13,.261,.125,22.5,87.0,91.5,10,147,33.9,4.7,3.6
"Siani, Michael",1288,1288,100.0,333,297,217,68,57,7,2,2,92,27.6,21,6.3,186,629,.229,.205,.286,.265,.286,.265,.258,.243,5,.324,.057,29.6,79.5,90.0,2,129,22.6,2.3,1.5
"Friedl, TJ",1286,1286,100.0,341,297,251,67,48,5,1,13,52,15.2,26,7.6,100,558,.226,.228,.310,.318,.380,.318,.305,.292,8,.229,.155,17.9,83.6,91.3,15,149,31.5,3.2,2.3
"Palacios, Richie",1281,1281,100.0,314,264,198,59,45,8,1,5,67,21.3,43,13.7,148,598,.223,.249,.342,.365,.318,.342,.303,.325,7,.280,.095,24.7,86.2,91.0,14,156,30.3,3.5,2.2
"Solano, Donovan",1273,1273,100.0,309,283,219,81,60,13,0,8,65,21.0,22,7.1,141,601,.286,.257,.343,.317,.417,.378,.333,.307,8,.346,.131,23.5,87.3,91.0,14,163,37.4,3.7,2.6
"Yelich, Christian",1268,1268,100.0,312,270,214,85,59,12,3,11,58,18.6,37,11.9,134,580,.315,.294,.400,.382,.504,.471,.391,.373,17,.366,.189,23.1,90.3,92.8,5,140,46.7,7.9,5.4
"Cabrera, Oswaldo",1267,1267,100.0,324,297,241,74,55,11,0,8,61,18.8,21,6.5,114,606,.249,.250,.298,.303,.367,.336,.292,.287,9,.286,.118,18.8,87.2,90.8,12,149,34.9,3.7,2.8
"Rogers, Jake",1258,1258,100.0,336,310,213,61,34,16,1,10,99,29.5,21,6.3,196,599,.197,.218,.253,.274,.352,.413,.264,.297,21,.251,.155,32.7,89.0,91.8,16,168,41.8,9.9,6.3
"Duvall, Adam",1252,1252,100.0,330,303,205,55,34,10,0,11,99,30.0,21,6.4,170,614,.182,.197,.245,.260,.323,.387,.252,.283,22,.227,.142,27.7,86.9,91.8,22,160,36.6,10.7,6.7
"McKinstry, Zach",1249,1249,100.0,325,297,230,64,41,14,5,4,69,21.2,24,7.4,132,596,.215,.238,.277,.299,.337,.364,.270,.294,10,.265,.121,22.1,87.8,91.1,18,171,32.6,4.3,3.1
"Julien, Edouard",1235,1235,100.0,300,266,164,53,36,9,0,8,102,34.0,32,10.7,155,502,.199,.197,.290,.288,.323,.351,.276,.285,16,.288,.124,30.9,87.8,91.3,12,166,37.8,9.8,5.3
"Lewis, Royce",1233,1233,100.0,322,291,223,68,36,16,0,16,73,22.7,26,8.1,173,640,.234,.246,.292,.305,.454,.436,.318,.321,25,.251,.220,27.0,86.8,91.5,17,160,37.7,11.2,7.8
"Brennan, Will",1230,1230,100.0,351,330,283,87,64,13,2,8,48,13.7,17,4.8,122,674,.264,.269,.305,.310,.388,.374,.303,.302,13,.287,.124,18.1,85.7,90.9,13,151,32.5,4.6,3.7
"Meadows, Parker",1212,1212,100.0,297,269,195,66,39,12,6,9,76,25.6,25,8.4,149,551,.245,.229,.311,.297,.435,.378,.322,.298,15,.308,.190,27.0,86.5,91.1,18,160,32.3,7.7,5.1
"Frazier, Adam",1211,1211,100.0,294,262,206,53,38,10,1,4,59,20.1,22,7.5,107,569,.202,.238,.282,.314,.294,.318,.261,.286,6,.246,.092,18.8,83.3,90.0,14,154,22.8,2.9,2.0
"Smith, Dominic",1211,1211,100.0,307,275,199,64,36,22,0,6,76,24.8,28,9.1,139,549,.233,.219,.313,.301,.378,.383,.306,.302,21,.301,.145,25.3,89.3,91.4,13,161,38.7,10.6,6.8
"Rojas, Miguel",1211,1211,100.0,337,307,277,87,60,21,0,6,34,10.1,23,6.8,78,563,.283,.283,.337,.339,.410,.365,.327,.314,7,.301,.127,13.9,84.1,90.9,9,136,27.8,2.5,2.1
"Rosario, Amed",1210,1210,100.0,346,332,260,93,69,18,3,3,73,21.1,9,2.6,164,668,.280,.250,.306,.278,.380,.359,.299,.280,12,.350,.099,24.6,86.9,91.1,5,141,36.2,4.6,3.5
"Muncy, Max",1208,1208,100.0,290,237,166,55,23,17,0,15,77,26.6,42,14.5,152,491,.232,.229,.352,.351,.494,.448,.362,.349,18,.265,.262,31.0,90.2,92.1,27,172,43.4,10.8,6.2
"Pillar, Kevin",1206,1206,100.0,314,284,219,65,40,16,1,8,69,22.0,16,5.1,155,632,.229,.221,.291,.284,.377,.329,.293,.275,8,.271,.148,24.5,84.4,90.7,18,152,29.7,3.7,2.5
"Taylor, Michael A.",1202,1202,100.0,298,268,172,52,37,9,1,5,104,34.9,22,7.4,232,592,.194,.205,.252,.266,.291,.334,.241,.270,20,.288,.097,39.2,86.3,91.8,12,159,40.1,11.6,6.7
"Refsnyder, Rob",1202,1202,100.0,305,272,195,77,49,16,1,11,78,25.6,26,8.5,156,555,.283,.252,.355,.328,.471,.412,.358,.326,19,.359,.188,28.1,89.6,92.1,11,144,43.1,9.7,6.2
"Jiménez, Eloy",1201,1201,100.0,348,324,255,77,57,14,0,6,70,20.1,21,6.0,158,604,.238,.248,.287,.297,.336,.382,.276,.300,20,.285,.099,26.2,92.0,93.5,4,128,49.0,7.8,5.7
"Hamilton, David",1190,1190,100.0,317,294,214,73,47,17,1,8,80,25.2,22,6.9,140,546,.248,.231,.303,.287,.395,.346,.305,.281,12,.316,.146,25.6,85.8,91.1,15,162,32.2,5.6,3.8
"Rosario, Eddie",1187,1187,100.0,319,297,226,52,30,12,0,10,77,24.1,16,5.0,173,628,.175,.211,.215,.249,.316,.340,.230,.257,12,.196,.141,27.5,90.3,91.6,13,155,42.5,5.3,3.8
"Edwards, Xavier",1185,1185,100.0,302,265,218,87,69,12,5,1,52,17.2,32,10.6,95,563,.328,.252,.395,.331,.423,.321,.359,.296,4,.398,.094,16.9,84.3,89.8,6,154,24.3,1.8,1.3
"Laureano, Ramón",1180,1180,100.0,309,286,191,74,46,16,1,11,96,31.1,15,4.9,196,617,.259,.235,.311,.288,.437,.430,.324,.311,24,.350,.178,31.8,89.2,91.9,13,165,40.8,12.6,7.8
"Andujar, Miguel",1176,1176,100.0,319,302,261,86,67,14,1,4,42,13.2,13,4.1,95,593,.285,.265,.320,.301,.377,.343,.306,.286,7,.319,.093,16.0,86.1,91.5,9,132,33.7,2.7,2.2
"Bichette, Bo",1174,1174,100.0,332,308,246,68,47,16,1,4,64,19.3,19,5.7,145,662,.221,.255,.271,.305,.318,.375,.261,.303,11,.264,.097,21.9,89.2,91.9,7,155,43.5,4.5,3.3
"Kelly, Carson",1163,1163,100.0,311,279,226,66,47,9,1,9,54,17.4,25,8.0,122,528,.237,.236,.312,.312,.373,.403,.303,.315,15,.263,.136,23.1,87.6,91.8,14,153,39.4,6.6,4.8
"Sánchez, Gary",1158,1158,100.0,280,245,172,54,35,7,1,11,76,27.1,27,9.6,143,471,.220,.219,.307,.306,.392,.399,.307,.309,18,.267,.171,30.4,90.0,92.7,16,146,44.2,10.5,6.4
"Bride, Jonah",1157,1157,100.0,271,232,184,64,43,10,0,11,55,20.3,29,10.7,74,442,.276,.224,.354,.316,.461,.334,.351,.297,10,.306,.185,16.7,87.1,90.9,12,142,33.7,5.4,3.7
"Fortes, Nick",1154,1154,100.0,334,307,279,70,50,16,0,4,40,12.0,11,3.3,75,569,.228,.226,.260,.260,.319,.291,.253,.246,4,.246,.091,13.2,81.9,90.8,13,133,22.6,1.4,1.2
"Rivera, Emmanuel",1151,1151,100.0,302,265,202,63,47,9,2,5,69,22.8,26,8.6,158,559,.238,.250,.312,.328,.343,.383,.291,.318,16,.296,.106,28.3,89.4,91.6,8,155,44.1,7.9,5.3
"Urías, Ramón",1150,1150,100.0,301,272,218,69,47,9,2,11,55,18.3,23,7.6,153,570,.254,.248,.322,.319,.423,.429,.325,.328,19,.280,.169,26.8,88.3,91.6,13,163,38.5,8.7,6.3
"Meneses, Joey",1142,1142,100.0,312,281,224,65,51,11,0,3,63,20.2,20,6.4,133,580,.231,.223,.288,.285,.302,.326,.264,.275,10,.281,.071,22.9,88.9,91.6,8,152,39.3,4.5,3.2
"Vázquez, Christian",1141,1141,100.0,315,294,238,65,48,10,0,7,65,20.6,11,3.5,123,590,.221,.234,.248,.263,.327,.351,.250,.267,9,.257,.105,20.8,87.0,91.0,16,166,36.6,3.8,2.9
"Bart, Joey",1127,1127,100.0,282,253,181,67,43,11,0,13,73,25.9,22,7.8,129,492,.265,.247,.337,.322,.462,.431,.347,.330,17,.321,.198,26.2,88.1,91.9,11,138,38.7,9.4,6.0
"Carpenter, Kerry",1117,1117,100.0,293,263,192,75,36,16,5,18,74,25.3,20,6.8,171,563,.285,.266,.341,.328,.589,.557,.391,.380,34,.328,.304,30.4,90.5,92.4,18,174,46.4,17.7,11.6
"Suwinski, Jack",1114,1114,100.0,275,247,170,45,28,8,0,9,79,28.7,25,9.1,142,518,.182,.220,.259,.294,.324,.361,.260,.292,15,.225,.142,27.4,88.3,92.1,13,152,38.2,8.8,5.5
"Carlson, Dylan",1110,1110,100.0,265,235,163,49,39,7,0,3,75,28.3,22,8.3,166,535,.209,.195,.287,.276,.277,.270,.257,.250,4,.287,.068,31.0,86.2,90.6,16,165,25.8,2.5,1.5
"Nevin, Tyler",1090,1090,100.0,278,245,184,50,33,10,0,7,64,23.0,25,9.0,132,516,.204,.216,.288,.301,.331,.365,.276,.296,16,.243,.127,25.6,89.8,91.4,11,160,40.8,8.7,5.8
"Grichuk, Randal",1088,1088,100.0,278,253,210,74,40,20,2,12,45,16.2,20,7.2,105,515,.292,.279,.349,.339,.530,.485,.374,.360,23,.313,.237,20.4,90.6,93.2,17,166,47.6,11.0,8.3
"Rengifo, Luis",1084,1084,100.0,304,283,240,85,65,13,1,6,44,14.5,16,5.3,136,610,.300,.262,.347,.311,.417,.352,.335,.295,6,.339,.117,22.3,86.8,91.0,7,131,32.5,2.5,2.0
"Gallo, Joey",1075,1075,100.0,259,223,122,36,17,9,0,10,102,39.4,31,12.0,193,487,.161,.173,.274,.284,.336,.348,.274,.284,16,.232,.175,39.6,90.2,91.8,25,167,43.4,13.1,6.2
"Iglesias, Jose",1075,1075,100.0,290,270,232,91,70,16,1,4,39,13.4,11,3.8,86,564,.337,.285,.379,.333,.448,.369,.362,.314,5,.382,.111,15.2,85.8,90.8,9,143,30.6,2.2,1.7
"Stallings, Jacob",1073,1073,100.0,280,243,180,64,37,17,1,9,65,23.2,26,9.3,144,486,.263,.235,.355,.331,.453,.381,.353,.318,13,.324,.189,29.6,86.3,91.0,12,163,34.4,7.2,4.6
"Newman, Kevin",1070,1070,100.0,310,288,248,80,59,17,1,3,48,15.5,14,4.5,91,526,.278,.256,.309,.289,.375,.323,.298,.271,4,.322,.097,17.3,84.1,90.3,8,143,23.4,1.6,1.3
"Murphy, Sean",1065,1065,100.0,262,232,167,45,29,5,1,10,66,25.2,26,9.9,138,486,.194,.215,.282,.301,.353,.401,.282,.309,16,.223,.159,28.4,88.0,91.8,11,144,36.5,9.6,6.1
"Higashioka, Kyle",1062,1062,100.0,263,246,174,54,26,10,1,17,74,28.1,15,5.7,126,493,.220,.220,.263,.264,.476,.430,.314,.298,19,.237,.256,25.6,87.4,92.0,20,168,37.4,10.9,7.2
"Vargas, Ildemaro",1058,1058,100.0,303,272,251,67,50,16,0,1,31,10.2,19,6.3,62,491,.246,.255,.295,.305,.316,.322,.271,.280,3,.269,.070,12.6,85.3,91.3,2,126,31.9,1.2,1.0
"Bruján, Vidal",1055,1055,100.0,275,248,195,55,37,14,2,2,54,19.6,22,8.0,134,549,.222,.216,.296,.291,.319,.282,.276,.262,3,.276,.097,24.4,83.7,90.1,7,137,22.6,1.5,1.1
"Sosa, Edmundo",1050,1050,100.0,274,249,186,64,41,12,4,7,66,24.1,13,4.7,187,596,.257,.243,.313,.302,.422,.387,.318,.305,16,.320,.165,31.4,88.5,91.7,13,140,41.4,8.6,5.8
"Taylor, Chris",1046,1046,100.0,246,213,140,43,31,7,1,4,76,30.9,28,11.4,156,499,.202,.218,.298,.313,.300,.343,.272,.297,10,.289,.099,31.3,85.1,90.7,17,157,28.6,7.1,4.1
"Caratini, Victor",1039,1039,100.0,272,245,195,66,49,8,1,8,53,19.5,21,7.7,114,490,.269,.262,.331,.327,.408,.395,.323,.321,11,.310,.139,23.3,91.2,92.1,9,145,43.1,5.6,4.0
"Herrera, Iván",1036,1036,100.0,259,229,178,69,51,12,1,5,53,20.5,25,9.7,112,452,.301,.293,.372,.370,.428,.453,.351,.366,16,.370,.127,24.8,89.3,92.5,9,159,42.1,9.0,6.2
"Grossman, Robbie",1031,1031,100.0,245,208,152,44,33,8,0,3,58,23.7,34,13.9,85,374,.212,.214,.322,.328,.293,.298,.283,.292,5,.275,.082,22.7,86.3,90.8,13,148,27.6,3.3,2.0
"Wallner, Matt",1030,1030,100.0,261,220,126,57,26,17,1,13,95,36.4,24,9.2,189,492,.259,.234,.372,.351,.523,.468,.385,.358,22,.389,.264,38.4,92.8,93.1,22,155,53.2,17.5,8.4
"Walls, Taylor",1028,1028,100.0,252,218,154,40,31,5,3,1,67,26.6,31,12.3,116,464,.183,.184,.282,.284,.248,.259,.245,.252,5,.255,.064,25.0,85.5,89.9,18,158,24.0,3.2,2.0
"Campusano, Luis",1025,1025,100.0,299,277,237,63,42,13,0,8,41,13.7,20,6.7,107,522,.227,.242,.281,.297,.361,.350,.282,.289,11,.240,.134,20.5,87.7,91.5,10,151,34.2,4.6,3.7
"Heyward, Jason",1024,1024,100.0,256,228,178,48,24,12,2,10,53,20.7,20,7.8,122,508,.211,.233,.282,.304,.412,.346,.300,.290,10,.226,.202,24.0,88.0,92.3,10,132,41.6,5.6,3.9
"Robles, Victor",1020,1020,100.0,295,254,210,78,54,20,0,4,53,18.0,21,7.1,138,558,.307,.257,.381,.338,.433,.389,.357,.326,13,.370,.126,24.7,82.1,90.6,10,138,28.6,6.2,4.4
"Báez, Javier",1020,1020,100.0,286,270,205,49,31,12,0,6,68,23.8,11,3.8,161,535,.181,.223,.217,.257,.293,.347,.223,.265,16,.216,.111,30.1,88.3,92.0,11,139,40.0,7.8,5.6
"Kiermaier, Kevin",1015,1015,100.0,279,257,180,51,34,9,3,5,85,30.5,12,4.3,208,557,.198,.196,.239,.238,.315,.279,.243,.233,7,.274,.117,37.3,83.5,90.7,4,134,30.0,3.9,2.5
"Peralta, David",1014,1014,100.0,260,236,182,63,44,11,0,8,54,20.8,22,8.5,145,516,.267,.259,.335,.327,.415,.376,.329,.313,10,.316,.148,28.1,88.1,91.8,9,145,42.3,5.5,3.8
"Duran, Ezequiel",1011,1011,100.0,284,268,206,66,52,11,0,3,63,22.2,13,4.6,141,570,.246,.215,.285,.255,.321,.309,.268,.251,7,.310,.075,24.7,86.8,91.5,9,152,35.9,3.4,2.5
"McCormick, Chas",1010,1010,100.0,267,242,174,51,39,6,1,5,72,27.0,17,6.4,168,537,.211,.223,.271,.284,.306,.355,.257,.285,13,.274,.095,31.3,84.8,90.8,14,161,32.8,7.5,4.9
"Vargas, Miguel",1009,1009,100.0,237,206,152,31,19,7,0,5,57,24.1,25,10.5,97,450,.150,.175,.249,.276,.257,.288,.233,.260,7,.177,.107,21.6,86.2,90.2,21,161,26.3,4.6,3.0
"Gordon, Nick",1008,1008,100.0,275,260,196,59,39,11,1,8,67,24.4,11,4.0,193,603,.227,.218,.258,.252,.369,.351,.271,.263,12,.271,.142,32.0,86.2,90.4,7,138,29.6,6.1,4.4
"Senzel, Nick",1005,1005,100.0,266,236,176,46,28,11,0,7,61,22.9,27,10.2,113,473,.195,.229,.280,.311,.331,.355,.273,.298,10,.232,.136,23.9,83.5,90.5,15,144,26.7,5.7,3.8
"Loperfido, Joey",1003,1003,100.0,262,243,150,52,31,13,4,4,95,36.3,13,5.0,186,526,.214,.204,.264,.257,.350,.311,.268,.254,6,.331,.136,35.4,87.6,90.7,12,151,34.7,4.0,2.3
"Malloy, Justyn-Henry",992,992,100.0,230,202,119,41,25,7,1,8,85,37.0,23,10.0,159,435,.203,.179,.291,.271,.366,.327,.291,.267,13,.297,.163,36.6,87.6,90.6,19,169,37.8,10.9,5.7
"Casas, Triston",991,991,100.0,238,211,135,51,30,8,0,13,76,31.9,26,10.9,142,441,.242,.220,.328,.309,.464,.454,.344,.332,18,.311,.223,32.2,90.2,92.4,11,166,45.2,13.3,7.6
"Wisely, Brett",981,981,100.0,270,250,190,59,41,13,1,4,65,24.1,13,4.8,110,487,.236,.215,.276,.259,.344,.313,.271,.255,10,.299,.108,22.6,85.2,90.6,15,158,31.6,5.3,3.7
"Rendon, Anthony",977,977,100.0,238,206,175,45,35,10,0,0,35,14.7,23,9.7,49,392,.218,.224,.307,.314,.267,.313,.264,.286,4,.257,.049,12.5,87.9,91.0,14,162,37.1,2.3,1.7
"Yepez, Juan",966,966,100.0,248,225,188,64,43,15,0,6,41,16.5,18,7.3,107,484,.284,.253,.336,.311,.431,.353,.333,.297,11,.320,.147,22.1,86.3,90.9,8,143,35.6,5.9,4.4
"Flores, Wilmer",962,962,100.0,240,213,185,44,28,12,0,4,33,13.8,19,7.9,59,421,.207,.221,.275,.295,.319,.339,.263,.285,11,.221,.113,14.0,83.5,90.7,21,160,27.6,5.9,4.6
"Calhoun, Willie",958,958,100.0,253,229,199,56,35,16,0,5,31,12.3,22,8.7,55,418,.245,.258,.312,.326,.380,.354,.305,.305,6,.263,.135,13.2,89.0,91.6,12,154,37.7,3.0,2.4
"Biggio, Cavan",955,955,100.0,224,188,118,37,27,5,0,5,72,32.1,24,10.7,87,365,.197,.179,.314,.298,.303,.239,.285,.256,3,.288,.106,23.8,80.3,89.6,20,154,16.9,2.5,1.3
"Grandal, Yasmani",952,952,100.0,243,215,173,49,30,10,0,9,46,18.9,24,9.9,78,389,.228,.246,.304,.321,.400,.419,.308,.325,17,.248,.172,20.1,90.1,92.4,10,156,42.8,9.8,7.0
"Anderson, Tim",945,945,100.0,241,234,166,50,47,3,0,0,68,28.2,7,2.9,158,516,.214,.215,.237,.238,.226,.283,.208,.230,3,.301,.013,30.6,86.1,90.5,1,128,30.1,1.8,1.2
"Martin, Austin",934,934,100.0,257,233,188,59,39,18,1,1,47,18.3,20,7.8,91,425,.253,.259,.318,.323,.352,.341,.297,.297,2,.314,.099,21.4,86.0,90.7,12,147,33.5,1.1,0.8
"Montero, Elehuris",923,923,100.0,247,224,171,46,32,10,0,4,56,22.7,20,8.1,151,499,.205,.208,.267,.274,.304,.324,.254,.269,13,.251,.098,30.3,89.5,92.4,17,164,41.5,7.6,5.3
"Valdez, Enmanuel",919,919,100.0,223,201,153,43,25,12,0,6,53,23.8,17,7.6,89,403,.214,.234,.270,.292,.363,.407,.275,.304,14,.253,.149,22.1,89.0,91.7,19,169,41.8,9.2,6.3
"Ibáñez, Andy",917,917,100.0,244,224,163,54,39,9,1,5,63,25.8,15,6.1,149,484,.241,.214,.295,.274,.357,.324,.287,.268,8,.310,.116,30.8,88.1,91.0,20,158,33.1,4.9,3.3
"Acuña Jr., Ronald",905,905,100.0,222,192,139,48,35,8,1,4,53,23.9,27,12.2,117,425,.250,.261,.351,.361,.365,.427,.322,.350,13,.326,.115,27.5,92.2,92.4,9,150,48.2,9.4,5.9
"Velázquez, Nelson",903,903,100.0,230,205,147,41,24,8,1,8,61,26.5,19,8.3,149,420,.200,.214,.274,.291,.366,.396,.280,.304,13,.237,.166,35.5,88.2,91.8,18,164,38.1,8.8,5.7
"Schneemann, Daniel",901,901,100.0,221,193,126,42,25,10,2,5,70,31.7,25,11.3,140,442,.218,.209,.303,.299,.368,.307,.295,.277,6,.306,.150,31.7,88.5,90.7,11,157,38.1,4.8,2.7
"Fletcher, Dominic",900,900,100.0,240,223,168,46,37,8,0,1,58,24.2,10,4.2,90,425,.206,.219,.249,.262,.256,.282,.227,.244,3,.273,.049,21.2,83.5,90.4,11,153,26.8,1.8,1.3
"Mitchell, Garrett",891,891,100.0,224,196,127,50,27,12,3,8,71,31.7,25,11.2,138,396,.255,.232,.342,.322,.469,.374,.351,.312,11,.359,.214,34.8,86.5,91.7,2,139,37.0,8.7,4.9
"Trevino, Jose",890,890,100.0,234,209,171,45,32,5,0,8,41,17.5,20,8.5,66,359,.215,.203,.288,.279,.354,.312,.284,.267,9,.228,.139,18.4,87.8,91.4,10,145,35.1,5.3,3.8
"Hampson, Garrett",883,883,100.0,230,213,158,49,35,13,1,0,59,25.7,13,5.7,96,420,.230,.206,.272,.251,.300,.282,.253,.242,7,.314,.070,22.9,83.8,90.6,15,159,30.4,4.4,3.0
"Marte, Noelvi",882,882,100.0,242,229,155,48,35,9,0,4,75,31.0,9,3.7,153,477,.210,.225,.248,.263,.301,.346,.243,.268,10,.291,.092,32.1,87.0,91.2,11,138,36.1,6.5,4.1
"Slater, Austin",882,882,100.0,212,177,121,37,31,4,0,2,60,28.3,26,12.3,113,379,.209,.232,.321,.341,.266,.319,.273,.303,4,.294,.056,29.8,86.6,91.4,5,162,37.2,3.3,1.9
"Farmer, Kyle",882,882,100.0,240,215,168,46,27,13,1,5,49,20.4,17,7.1,94,428,.214,.225,.287,.298,.353,.361,.283,.292,9,.252,.140,22.0,87.7,90.8,18,169,29.8,5.4,3.8
"Ramírez, Harold",878,878,100.0,246,238,189,62,52,7,1,2,50,20.3,5,2.0,155,493,.261,.236,.280,.258,.324,.311,.265,.251,6,.321,.063,31.4,87.0,91.5,0,126,33.9,3.2,2.4
"McCann, James",875,875,100.0,233,214,162,50,33,9,0,8,56,24.0,13,5.6,126,456,.234,.245,.279,.296,.388,.418,.288,.313,14,.273,.154,27.6,87.1,91.3,14,158,37.7,8.6,6.0
"Barger, Addison",859,859,100.0,225,208,149,41,23,11,0,7,60,26.7,14,6.2,110,398,.197,.228,.250,.279,.351,.387,.262,.291,13,.239,.154,27.6,88.3,92.1,12,150,38.3,8.7,5.8
"Grisham, Trent",854,854,100.0,208,179,125,34,17,8,0,9,57,27.4,21,10.1,74,318,.190,.203,.286,.299,.385,.389,.295,.305,15,.217,.196,23.3,87.9,92.3,17,168,46.4,12.0,7.2
"Fairchild, Stuart",853,853,100.0,233,209,152,45,29,8,0,8,60,25.8,17,7.3,152,428,.215,.215,.286,.287,.368,.376,.288,.293,12,.261,.153,35.5,83.1,91.5,19,142,36.8,7.9,5.2
"Ahmed, Nick",847,847,100.0,227,209,165,48,39,6,1,2,50,22.0,11,4.8,120,463,.230,.228,.268,.267,.297,.321,.250,.260,5,.287,.067,25.9,82.3,90.2,13,141,23.0,3.0,2.2
"Jiménez, Leo",847,847,100.0,210,179,123,41,26,11,0,4,59,28.1,12,5.7,106,392,.229,.228,.329,.328,.358,.361,.308,.311,10,.311,.128,27.0,86.7,90.4,12,157,33.3,8.1,4.8
"Hays, Austin",845,845,100.0,254,235,179,60,37,18,0,5,59,23.2,8,3.1,134,460,.255,.234,.300,.282,.396,.363,.303,.287,12,.318,.140,29.1,88.5,92.1,14,152,40.2,6.7,4.7
"LeMahieu, DJ",845,845,100.0,228,201,173,41,34,5,0,2,35,15.4,19,8.3,66,377,.204,.244,.269,.310,.259,.365,.239,.299,10,.229,.055,17.5,88.2,91.7,2,164,37.6,5.8,4.4
"Pagés, Pedro",840,840,100.0,217,201,146,48,36,3,2,7,58,26.7,13,6.0,113,428,.239,.224,.282,.273,.378,.347,.287,.279,7,.297,.139,26.4,88.6,91.1,11,166,40.4,4.8,3.2
"Goodman, Hunter",828,828,100.0,224,211,149,40,18,9,0,13,64,28.6,8,3.6,151,480,.190,.209,.228,.246,.417,.403,.274,.279,19,.199,.227,31.5,88.2,91.9,17,169,39.6,12.8,8.5
"Gonzalez, Romy",826,826,100.0,216,199,145,53,36,10,1,6,58,26.9,12,5.6,133,456,.266,.255,.306,.300,.417,.415,.311,.313,12,.338,.151,29.2,91.0,92.7,4,147,51.0,8.3,5.6
"Holliday, Jackson",826,826,100.0,208,190,122,36,25,4,2,5,69,33.2,15,7.2,130,381,.189,.191,.255,.256,.311,.326,.251,.258,10,.265,.121,34.1,89.3,91.9,9,155,45.1,8.2,4.8
"Mateo, Jorge",820,820,100.0,208,192,149,44,23,14,2,5,48,23.1,10,4.8,98,424,.229,.228,.267,.270,.401,.339,.286,.271,6,.275,.172,23.1,86.2,91.1,13,145,34.9,4.0,2.9
"Stowers, Kyle",819,819,100.0,209,192,119,40,24,11,2,3,74,35.4,13,6.2,161,446,.208,.223,.268,.284,.333,.368,.265,.290,13,.319,.125,36.1,91.0,92.2,12,155,51.3,10.9,6.2
"Jankowski, Travis",819,819,100.0,207,190,146,38,32,5,0,1,44,21.3,12,5.8,76,367,.200,.207,.266,.272,.242,.252,.234,.241,1,.255,.042,20.7,84.3,90.2,6,120,24.7,0.7,0.5
